id;genres;id_imdb;popularity;title;vote_average;vote_count;director
2433;['comedy', 'drama', 'family'];9310;7864011;American Dreamz;49;95;paulweitz
2434;['action', 'adventure', 'sciencefiction'];11411;17062117;Superman IV: The Quest for Peace;41;318;sidneyj.furie
2435;['drama'];16988;1782666;How She Move;30;6;ianiqbalrashid
2436;['action', 'crime', 'drama'];7304;19311572;Running Scared;70;331;waynekramer
2437;['drama'];24747;2897449;Bobby Jones: Stroke of Genius;55;19;rowdyherrington
2438;['adventure'];58048;1,38564E+16;Shanghai Surprise;29;15;jimgoddard
2439;['fantasy', 'drama', 'thriller'];1491;36960953;The Illusionist;71;1615;neilburger
2440;['adventure', 'thriller'];2989;115641;Roar;56;19;noelmarshall
2441;['drama', 'crime', 'thriller'];10629;9583578;Veronica Guerin;68;59;joelschumacher
2442;['thriller', 'romance'];255343;2,51126E+16;Escobar: Paradise Lost;61;271;andreadistefano
2443;['action', 'adventure', 'comedy'];4723;9349386;Southland Tales;52;153;richardkelly
2444;['animation', 'family'];10800;8,88441E+15;Dragon Hunters;65;129;guillaumeivernel
2445;['action', 'adventure', 'sciencefiction'];25763;2215261;Damnation Alley;50;27;jacksmight
2446;['horror', 'thriller'];79694;6385234;The Apparition;45;140;toddlincoln
2447;['comedy', 'drama', 'family'];4032;2,09352E+16;My Girl;70;428;howardzieff
2448;['drama', 'mystery', 'romance'];18615;4,35826E+15;Fur: An Imaginary Portrait of Diane Arbus;58;73;stevenshainberg
2449;['crime', 'drama'];10673;24898687;Wall Street;70;546;oliverstone
2450;['drama', 'romance'];4584;20898711;Sense and Sensibility;72;352;anglee
2451;['drama', 'romance'];2977;18236284;Becoming Jane;69;317;julianjarrold
2452;['comedy'];10760;1074648;Sydney White;60;236;joenussbaum
2453;['drama'];11093;12102725;House of Sand and Fog;70;199;vadimperelman
2454;['drama'];207;5,54586E+16;Dead Poets Society;81;2705;peterweir
2455;['comedy'];8467;3,57771E+16;Dumb and Dumber;65;1859;bobbyfarrelly
2456;['comedy', 'romance', 'drama'];639;18430419;When Harry Met Sally...;73;950;robreiner
2457;['drama'];24226;7,98063E+15;The Verdict;74;131;sidneylumet
2458;['comedy', 'adventure'];9285;1,47599E+16;Road Trip;59;542;toddphillips
2459;['comedy', 'drama', 'romance'];14709;9,23E+15;Varsity Blues;60;122;brianrobbins
2460;['drama', 'comedy', 'romance'];74643;2,99433E+16;The Artist;73;1049;michelhazanavicius
2461;['horror', 'thriller', 'mystery'];13788;15788784;The Unborn;48;365;davids.goyer
2462;['comedy', 'drama', 'romance'];83666;41083914;Moonrise Kingdom;76;1662;wesanderson
2463;['horror'];10781;21380635;The Texas Chainsaw Massacre: The Beginning;59;402;jonathanliebesman
2464;['drama'];318850;1,88456E+16;The Young Messiah;64;30;cyrusnowrasteh
2465;['comedy', 'family'];13908;4382761;The Master of Disguise;37;78;perryandelinblake
2466;['fantasy', 'drama', 'war'];1417;9,08094E+15;Pan's Labyrinth;76;3041;guillermodeltoro
2467;['action', 'comedy', 'family'];39180;6,57902E+16;See Spot Run;48;44;johnwhitesell
2468;['crime', 'drama', 'romance'];16161;7854989;Baby Boy;74;55;johnsingleton
2469;['thriller', 'drama', 'horror'];49950;11807269;The Roommate;53;224;christiane.christiansen
2470;['mystery', 'adventure', 'comedy'];10956;15976335;Joe Dirt;55;242;denniegordon
2471;['thriller', 'action', 'crime'];9594;10484642;Double Impact;53;215;sheldonlettich
2472;['crime', 'action', 'comedy'];4638;38623178;Hot Fuzz;74;2199;edgarwright
2473;['comedy', 'drama', 'romance'];13972;88321;The Women;46;96;dianeenglish
2474;['drama', 'romance'];5038;32758254;Vicky Cristina Barcelona;67;1020;woodyallen
2475;['action', 'adventure', 'drama'];13491;6091033;Arn: The Knight Templar;64;76;peterflinth
2476;['comedy', 'drama', 'romance'];10571;9119797;Boys and Girls;54;103;robertiscove
2477;['drama'];10994;9423866;White Oleander;72;108;peterkosminsky
2478;['comedy', 'horror'];19994;3,22574E+16;Jennifer's Body;53;837;karynkusama
2479;['comedy', 'crime', 'mystery'];25166;3021835;Drowning Mona;54;43;nickgomez
2480;['comedy', 'drama'];30890;7,61285E+15;Radio Days;70;127;woodyallen
2481;['drama', 'romance'];23169;36764666;Remember Me;69;948;allencoulter
2482;['drama', 'comedy', 'romance'];17403;3199784;How to Deal;57;42;clarekilner
2483;['comedy', 'sciencefiction'];12120;9455596;My Stepmother is an Alien;53;131;richardbenjamin
2484;['drama'];9800;4,43017E+16;Philadelphia;76;988;jonathandemme
2485;['thriller', 'sciencefiction', 'mystery'];1090;19890428;The Thirteenth Floor;68;378;josefrusnak
2486;['comedy', 'drama'];18475;8,30596E+15;The Cookout;46;10;lancerivera
2487;['action', 'sciencefiction', 'thriller'];40160;2637355;Meteor;51;36;ronaldneame
2488;['comedy', 'drama', 'music'];18074;225453;Duets;55;34;brucepaltrow
2489;['comedy', 'drama'];9689;8,71178E+15;Hollywood Ending;64;113;woodyallen
2490;['comedy', 'music'];9781;5,70033E+16;Detroit Rock City;67;100;adamrifkin
2491;['adventure', 'action', 'fantasy'];8009;29253833;Highlander;68;624;russellmulcahy
2492;['drama'];3877;8842869;Things We Lost in the Fire;67;90;susannebier
2493;['sciencefiction', 'action', 'adventure'];8854;2,84873E+16;Steel;43;48;kennethjohnson
2494;['drama', 'romance'];152599;1,38325E+16;The Immigrant;62;250;jamesgray
2495;['drama', 'history', 'family'];18840;4,48855E+16;The White Countess;69;21;jamesivory
2496;['thriller', 'crime', 'drama'];68727;38802415;Trance;65;956;dannyboyle
2497;['romance', 'comedy'];12657;9400404;Soul Plane;47;108;jessyterrero
2498;['comedy'];8265;18923181;Welcome to the Sticks;68;615;danyboon
2499;['drama'];12410;2397987;Good;63;29;vicenteamorim
2500;['fantasy', 'drama'];34647;2039955;Enter the Void;72;387;gasparnoÃ©
2501;['comedy', 'romance', 'horror'];73935;7,2519E+16;Vamps;48;91;amyheckerling
2502;['drama', 'family'];28178;43217089;Hachi: A Dog's Tale;77;1717;lassehallstrÃ¶m
2503;['crime', 'drama', 'thriller'];185567;14529496;Zulu;67;172;jÃ©rÃ´mesalle
2504;['western', 'drama'];264656;2,05915E+16;The Homesman;64;258;tommyleejones
2505;['comedy', 'drama'];35696;2,24495E+16;Juwanna Mann;42;20;jessevaughan
2506;['war', 'drama'];16351;1,32626E+16;Ararat;57;16;atomegoyan
2507;['action', 'adventure', 'drama'];38717;212108;Madison;53;3;williambindley
2508;['mystery', 'crime', 'drama'];18777;6630856;Slow Burn;55;16;waynebeach
2509;['drama', 'action', 'comedy'];2110;1,82096E+16;Wasabi;62;283;gÃ©rardkrawczyk
2510;['comedy', 'horror', 'sciencefiction'];9035;17327279;Slither;63;317;jamesgunn
2511;['action', 'comedy', 'crime'];90;29843818;Beverly Hills Cop;68;961;martinbrest
2512;['comedy', 'family'];771;2186927;Home Alone;71;2414;chriscolumbus
2513;['family', 'comedy', 'drama'];12154;12335827;Three Men and a Baby;58;253;leonardnimoy
2514;['comedy', 'romance'];9576;20818567;Tootsie;69;421;sydneypollack
2515;['action', 'romance', 'war'];744;58900647;Top Gun;67;1698;tonyscott
2516;['adventure', 'drama', 'action'];146;4,57423E+16;Crouching Tiger, Hidden Dragon;72;927;anglee
2517;['drama'];14;8,08786E+15;American Beauty;79;3313;sammendes
2518;['drama', 'history'];45269;54053576;The King's Speech;76;2752;tomhooper
2519;['comedy'];9493;1,76383E+16;Twins;57;559;ivanreitman
2520;['drama', 'romance'];22556;3803495;The Yellow Handkerchief;64;52;udayanprasad
2521;['drama'];873;17571533;The Color Purple;77;338;stevenspielberg
2522;['action', 'adventure', 'drama'];33196;4628525;Tidal Wave;65;48;yoonje-kyoon
2523;['history', 'drama', 'thriller'];205596;145364591;The Imitation Game;80;5723;mortentyldum
2524;['comedy'];10765;1218838;Private Benjamin;60;102;howardzieff
2525;['drama', 'music'];16769;3826685;Coal Miner's Daughter;72;67;michaelapted
2526;['comedy', 'family'];33217;21095489;Diary of a Wimpy Kid;59;355;thorfreudenthal
2527;['horror'];132232;47455148;Mama;60;1401;andymuschietti
2528;['comedy', 'adventure', 'romance'];11153;22838834;National Lampoon's Vacation;71;410;haroldramis
2529;['comedy'];208134;2,71652E+16;Bad Grandpa;60;680;jefftremaine
2530;['drama'];1165;19113278;The Queen;68;338;stephenfrears
2531;['fantasy', 'comedy'];4011;58553213;Beetlejuice;71;1444;timburton
2532;['comedy', 'drama'];17202;2005111;Why Did I Get Married?;61;33;tylerperry
2533;['drama', 'romance'];9587;1,64186E+16;Little Women;70;215;gillianarmstrong
2534;['drama', 'horror', 'thriller'];65086;43675191;The Woman in Black;61;1206;jameswatkins
2535;['horror', 'thriller'];10053;4688212;When a Stranger Calls;54;268;simonwest
2536;['comedy', 'family'];11870;9125594;Big Fat Liar;56;197;shawnlevy
2537;['drama', 'war'];11778;1,97864E+16;The Deer Hunter;78;921;michaelcimino
2538;['comedy', 'drama'];586;13581966;Wag the Dog;67;270;barrylevinson
2539;['family', 'comedy'];18736;11927667;The Lizzie McGuire Movie;57;280;jimfall
2540;['thriller', 'drama'];134411;3,05561E+16;Snitch;58;1138;ricromanwaugh
2541;['horror', 'comedy', 'fantasy'];287903;3,15651E+16;Krampus;59;584;michaeldougherty
2542;['horror', 'mystery', 'sciencefiction'];9276;21535126;The Faculty;62;492;robertrodriguez
2543;['drama', 'music'];15765;7921311;What's Love Got to Do with It;69;72;briangibson
2544;['action', 'crime', 'drama'];2142;19284129;Cop Land;66;382;jamesmangold
2545;['comedy'];11397;23423082;Not Another Teen Movie;55;431;joelgallen
2546;['crime', 'drama', 'thriller'];77016;4,95173E+16;End of Watch;72;1170;davidayer
2547;['crime', 'drama', 'thriller'];11478;1,1375E+16;The Skulls;58;156;robcohen
2548;['drama', 'romance'];266856;6,11823E+16;The Theory of Everything;78;3311;jamesmarsh
2549;['comedy', 'crime'];13411;7314796;Malibu's Most Wanted;47;77;johnwhitesell
2550;['comedy', 'drama', 'romance'];10564;6,85792E+16;Where the Heart Is;69;155;mattwilliams
2551;['adventure', 'drama', 'history'];947;41286336;Lawrence of Arabia;78;851;davidlean
2552;['horror'];24150;12929525;Halloween II;51;267;robzombie
2553;['drama'];228970;42952942;Wild;70;951;jean-marcvallÃ©e
2554;['crime', 'thriller', 'horror'];18405;1,97604E+16;The Last House on the Left;62;440;dennisiliadis
2555;['comedy', 'romance'];6961;10194097;The Wedding Date;62;230;clarekilner
2556;['horror', 'thriller'];11442;1,10456E+16;Halloween: Resurrection;45;228;rickrosenthal
2557;['adventure', 'family', 'fantasy'];2493;44533612;The Princess Bride;76;1486;robreiner
2558;['drama'];14047;1084158;The Great Debaters;69;151;denzelwashington
2559;['drama', 'action', 'thriller'];64690;4,92949E+16;Drive;74;3725;nicolaswindingrefn
2560;['comedy'];11132;7424798;Confessions of a Teenage Drama Queen;51;221;sarasugarman
2561;['comedy', 'drama', 'romance'];17127;5164281;The Object of My Affection;56;72;nicholashytner
2562;['horror', 'thriller', 'sciencefiction'];1562;34759855;28 Weeks Later;65;1197;juancarlosfresnadillo
2563;['drama'];232679;7,29776E+15;When the Game Stands Tall;63;130;thomascarter
2564;['comedy', 'drama', 'family'];17880;3334804;Because of Winn-Dixie;61;61;waynewang
2565;['action', 'comedy', 'drama'];14736;2027393;Love & Basketball;74;88;ginaprince-bythewood
2566;['action', 'comedy', 'thriller'];9434;13817269;Grosse Pointe Blank;69;275;georgearmitage
2567;['comedy'];23706;13237835;All About Steve;47;295;philtraill
2568;['mystery', 'thriller', 'horror'];11531;3890223;Book of Shadows: Blair Witch 2;43;212;joeberlinger
2569;['drama', 'fantasy', 'horror'];9100;19517239;The Craft;63;380;andrewfleming
2570;['drama', 'thriller', 'crime'];116;30669913;Match Point;73;1105;woodyallen
2571;['comedy', 'family'];38843;9681147;Ramona and Beezus;61;245;elizabethallenrosenbaum
2572;['drama', 'romance'];1245;1,53556E+16;The Remains of the Day;75;202;jamesivory
2573;['drama'];4995;1985579;Boogie Nights;75;796;paulthomasanderson
2574;['action', 'adventure', 'drama'];10413;11689337;Nowhere to Run;55;119;robertharmon
2575;['drama'];14012;3043589;Flicka;61;52;michaelmayer
2576;['horror', 'thriller'];9793;17141376;The Hills Have Eyes 2;52;351;martinweisz
2577;['horror'];12212;8885017;Urban Legends: Final Cut;44;100;johnottman
2578;['fantasy', 'drama', 'sciencefiction'];13768;4115398;Tuck Everlasting;64;128;jayrussell
2579;['action', 'adventure', 'drama'];8975;7679336;The Marine;50;163;johnbonito
2580;['action', 'comedy'];342521;18268009;Keanu;60;421;peteratencio
2581;['drama', 'romance'];45272;7809701;Country Strong;59;80;shanafeste
2582;['mystery', 'horror', 'sciencefiction'];9424;9378688;Disturbing Behavior;55;104;davidnutter
2583;['drama', 'crime'];97367;35395129;The Place Beyond the Pines;68;1653;derekcianfrance
2584;['crime', 'action', 'thriller'];254904;45317278;The November Man;60;639;rogerdonaldson
2585;['drama', 'mystery', 'thriller'];18681;4,30294E+15;Eye of the Beholder;53;42;stephanelliott
2586;['drama', 'thriller', 'war'];12162;4,70062E+16;The Hurt Locker;72;1840;kathrynbigelow
2587;['fantasy', 'drama', 'horror'];11495;11379652;Firestarter;59;173;markl.lester
2588;['crime', 'thriller'];64689;24612603;Killing Them Softly;58;742;andrewdominik
2589;['thriller'];157849;2,67082E+16;A Most Wanted Man;65;541;antoncorbijn
2590;['comedy'];13166;8,71029E+15;Freddy Got Fingered;46;115;tomgreen
2591;['adventure', 'animation', 'comedy'];15511;1,80012E+16;VeggieTales: The Pirates Who Don't Do Anything;59;25;mikenawrocki
2592;['music', 'documentary'];37003;3,35195E+16;U2 3D;67;10;markpellington
2593;['action', 'fantasy', 'sciencefiction'];12211;11782725;Highlander: Endgame;44;104;douglasaarniokoski
2594;['crime', 'drama', 'music'];13816;2711955;Idlewild;51;17;bryanbarber
2595;['drama', 'romance'];51828;16629173;One Day;70;978;lonescherfig
2596;['drama'];22798;2005902;Whip It;67;357;drewbarrymore
2597;['crime', 'thriller'];7501;8113634;Knockaround Guys;59;97;briankoppelman
2598;['action', 'comedy', 'thriller'];10743;9,87419E+15;Confidence;64;126;jamesfoley
2599;['fantasy', 'comedy'];37718;2857936;The Muse;53;31;albertbrooks
2600;['drama', 'music'];15237;3138118;De-Lovely;63;32;irwinwinkler
2601;['comedy', 'drama', 'romance'];9686;6684096;New York Stories;62;64;francisfordcoppola
2602;['family'];17644;722911;Barney's Great Adventure;29;8;stevegomer
2603;['action'];97430;17672021;The Man with the Iron Fists;52;358;rza
2604;['drama', 'comedy', 'romance'];12257;3033471;Home Fries;48;32;deanparisot
2605;['romance'];13539;3313257;Here On Earth;54;48;markpiznarski
2606;['comedy', 'sciencefiction'];68;41089863;Brazil;75;861;terrygilliam
2607;['music', 'drama', 'romance'];14024;109071;Raise Your Voice;60;211;seanmcnamara
2608;['comedy', 'crime'];115;49230089;The Big Lebowski;78;2926;joelcoen
2609;['drama'];7874;11429607;Black Snake Moan;66;243;craigbrewer
2610;['action', 'crime', 'drama'];4911;6373316;Dark Blue;65;85;ronshelton
2611;['drama', 'thriller'];1988;9717392;A Mighty Heart;67;95;michaelwinterbottom
2612;['drama', 'comedy', 'romance'];16222;8074807;Whatever It Takes;50;37;davidraynr
2613;['comedy'];9557;7034752;Boat Trip;47;146;mortnathan
2614;['comedy', 'drama', 'history'];9026;7250379;The Importance of Being Earnest;67;127;oliverparker
2615;['comedy', 'drama', 'fantasy'];57943;116873;The Love Letter;47;3;dancurtis
2616;['drama', 'family'];18276;7712206;Hoot;55;44;wilshriner
2617;['comedy', 'drama', 'crime'];8321;25329493;In Bruges;74;1388;martinmcdonagh
2618;['comedy'];72359;5,11281E+16;Peeples;56;26;tinagordonchism
2619;['comedy', 'music'];10186;1,38324E+16;The Rocker;56;156;petercattaneo
2620;['comedy'];25704;7,44607E+16;Post Grad;50;100;vickyjenson
2621;['drama'];133694;13568302;Promised Land;60;243;gusvansant
2622;['comedy', 'romance'];19265;21857387;Whatever Works;68;350;woodyallen
2623;['thriller'];36047;249245;The In Crowd;47;15;marylambert
2624;['adventure', 'crime', 'drama'];8053;1,21638E+16;The Three Burials of Melquiades Estrada;70;177;tommyleejones
2625;['comedy', 'drama', 'history'];2290;8962245;Jakob the Liar;60;90;peterkassovitz
2626;['action', 'comedy', 'crime'];5236;32690038;Kiss Kiss Bang Bang;72;886;shaneblack
2627;['thriller', 'comedy', 'horror'];6552;8583217;Idle Hands;61;182;rodmanflender
2628;['thriller', 'drama', 'mystery'];1018;3160985;Mulholland Drive;76;1477;davidlynch
2629;['drama', 'fantasy', 'horror'];10075;12295216;Blood and Chocolate;54;87;katjavongarnier
2630;['comedy', 'drama', 'romance'];38031;124654;You Will Meet a Tall Dark Stranger;58;251;woodyallen
2631;['drama', 'romance', 'sciencefiction'];42188;3,09834E+16;Never Let Me Go;68;737;markromanek
2632;['drama'];112430;1485324;The Company;70;12;mikaelsalomon
2633;['thriller', 'crime', 'mystery'];6687;11428903;Transsiberian;65;195;bradanderson
2634;['adventure', 'drama'];13853;5484679;The Clan of the Cave Bear;48;27;michaelchapman
2635;['comedy', 'drama'];31306;5770246;Crazy in Alabama;65;12;antoniobanderas
2636;['horror', 'thriller', 'crime'];8461;1,51753E+16;Funny Games;63;545;michaelhaneke
2637;['drama', 'thriller', 'sciencefiction'];331592;2414721;Listening;55;31;khalilsullins
2638;['drama'];47692;470645;Felicia's Journey;66;23;atomegoyan
2639;['drama', 'sciencefiction'];19;3,23515E+16;Metropolis;80;657;fritzlang
2640;['action', 'thriller', 'sciencefiction'];10045;17493735;District B13;65;565;pierremorel
2641;['drama', 'crime'];400;6,93222E+15;Things to Do in Denver When You're Dead;67;85;garyfleder
2642;['action', 'drama', 'history'];253450;8142166;The Assassin;66;157;houhsiao-hsien
2643;['drama', 'comedy', 'war'];9104;6329672;Buffalo Soldiers;65;93;gregorjordan
2644;['thriller', 'drama', 'mystery'];11190;7,74417E+15;The Return;74;100;andreyzvyagintsev
2645;['adventure', 'action', 'thriller'];16353;9029489;Ong Bak 2;60;152;tonyjaa
2646;['adventure', 'action', 'drama'];23759;22708647;Centurion;59;386;neilmarshall
2647;['drama', 'action', 'thriller'];24206;2609057;Silent Trigger;50;22;russellmulcahy
2648;['mystery', 'drama', 'crime'];10185;1,9914E+16;The Midnight Meat Train;60;290;ryÃ»heikitamura
2649;['drama'];75033;1897761;Winnie Mandela;52;5;darrelljamesroodt
2650;['drama', 'thriller', 'crime'];74536;7701186;The Son of No One;48;92;ditomontiel
2651;['action', 'comedy', 'drama'];31668;1833058;All The Queen's Men;61;7;stefanruzowitzky
2652;['comedy', 'drama', 'romance'];13501;1,21852E+16;The Good Night;57;41;jakepaltrow
2653;['drama', 'fantasy'];15208;2500218;Bathory: Countess of Blood;56;31;jurajjakubisko
2654;['animation', 'adventure', 'family'];172391;6459787;Khumba;58;72;anthonysilverston
2655;['thriller', 'sciencefiction'];262543;49808505;Automata;56;670;gabeibÃ¡Ã±ez
2656;['action', 'adventure', 'fantasy'];9288;4901936;Dungeons & Dragons: Wrath of the Dragon God;48;36;gerrylively
2657;['drama'];370980;738646;Chiamatemi Francesco - Il Papa della gente;73;12;danieleluchetti
2658;['drama', 'action', 'thriller'];20083;5,29432E+15;Shinjuku Incident;67;65;derekyeetung-sing
2659;['drama', 'foreign'];40880;1,65367E+16;Pandaemonium;45;2;julientemple
2660;['romance', 'fantasy', 'drama'];137;52744331;Groundhog Day;74;2301;haroldramis
2661;['comedy', 'drama', 'music'];264999;2,9661E+16;Magic Mike XXL;63;706;gregoryjacobs
2662;['drama', 'romance'];454;4,1493E+16;Romeo + Juliet;67;1374;bazluhrmann
2663;['drama', 'war'];53457;1,00722E+16;Sarah's Key;72;196;gillespaquet-brenner
2664;['drama'];288980;4,38936E+16;Freedom;58;9;petercousens
2665;['western'];33;37380435;Unforgiven;77;1113;clinteastwood
2666;['drama'];1951;705145;Manderlay;69;78;larsvontrier
2667;['drama', 'romance'];12405;5,9259E+15;Slumdog Millionaire;76;2827;dannyboyle
2668;['drama', 'romance', 'thriller'];10998;16742972;Fatal Attraction;66;291;adrianlyne
2669;['romance', 'comedy'];114;45473484;Pretty Woman;70;1746;garrymarshall
2670;['adventure', 'comedy'];9396;15474831;Crocodile Dundee II;55;303;johncornell
2671;['thriller', 'mystery', 'drama'];319910;4289676;Broken Horses;50;10;vidhuvinodchopra
2672;['drama', 'war'];2604;25949277;Born on the Fourth of July;67;395;oliverstone
2673;['comedy'];864;2,24091E+16;Cool Runnings;68;491;jonturteltaub
2674;['mystery', 'horror'];14435;13706357;My Bloody Valentine;53;299;patricklussier
2675;['drama', 'music'];1931;692205;Stomp the Yard;61;88;sylvainwhite
2676;['adventure', 'action', 'thriller'];691;2,71735E+16;The Spy Who Loved Me;66;507;lewisgilbert
2677;['horror', 'thriller'];9877;12159009;Urban Legend;56;290;jamieblanks
2678;['comedy', 'drama', 'romance'];62008;4448494;Good Deeds;62;45;tylerperry
2679;['action', 'adventure', 'drama'];12227;1313724;White Fang;65;135;randalkleiser
2680;['comedy', 'family'];13824;404701;Superstar;51;83;brucemcculloch
2681;['history', 'drama'];71688;233784;The Iron Lady;62;527;phyllidalloyd
2682;['action', 'adventure', 'animation'];15173;1446172;Jonah: A VeggieTales Movie;64;22;philvischer
2683;['drama', 'romance'];8291;3650857;Poetic Justice;69;47;johnsingleton
2684;['action', 'adventure', 'comedy'];13950;5102258;All About the Benjamins;58;48;kevinbray
2685;['comedy', 'horror', 'romance'];12158;6,77262E+15;Vampire in Brooklyn;45;111;wescraven
2686;['horror', 'thriller', 'fantasy'];11586;1,15434E+16;Exorcist II: The Heretic;45;133;johnboorman
2687;['horror', 'thriller'];10008;7436315;An American Haunting;53;142;courtneysolomon
2688;['comedy', 'romance'];2830;1,48136E+16;My Boss's Daughter;44;180;davidzucker
2689;['thriller', 'mystery', 'adventure'];12403;20792603;A Perfect Getaway;62;351;davidtwohy
2690;['comedy'];34563;6,73349E+15;Our Family Wedding;57;39;rickfamuyiwa
2691;['comedy'];14557;7,70823E+15;Dead Man on Campus;56;49;alancohn
2692;['comedy', 'drama', 'war'];10368;2,23865E+16;Tea with Mussolini;58;32;francozeffirelli
2693;['horror', 'thriller'];10280;7866961;Thinner;55;124;tomholland
2694;['drama', 'music', 'romance'];12637;3876242;New York, New York;61;67;martinscorsese
2695;['comedy', 'drama'];34152;189218;Crooklyn;67;31;spikelee
2696;['comedy', 'romance'];14434;4536745;I Think I Love My Wife;50;55;chrisrock
2697;['horror', 'sciencefiction'];11470;1,12206E+16;Jason X;45;291;jamesisaac
2698;['history', 'drama'];10741;11706309;Bobby;64;119;emilioestevez
2699;['comedy', 'romance'];24940;466723;Head Over Heels;53;73;markwaters
2700;['comedy'];82679;7,48784E+15;Fun Size;55;134;joshschwartz
2701;['drama'];2013;1365494;The Diving Bell and the Butterfly;74;283;julianschnabel
2702;['romance', 'drama'];1440;11942862;Little Children;69;240;toddfield
2703;['drama', 'mystery', 'thriller'];18041;5833687;Gossip;55;68;davisguggenheim
2704;['drama', 'romance'];28029;6370267;A Walk on the Moon;62;21;tonygoldwyn
2705;['action', 'drama', 'thriller'];1123;4052219;Catch a Fire;64;25;phillipnoyce
2706;['horror', 'mystery', 'thriller'];14033;3231848;Soul Survivors;44;49;stephencarpenter
2707;['drama', 'romance'];87729;900442;Jefferson in Paris;52;10;jamesivory
2708;['comedy', 'romance'];16899;8387573;Easy Virtue;63;108;stephanelliott
2709;['action', 'adventure', 'drama'];41317;633004;Caravans;58;1;jamesfargo
2710;['history', 'drama'];245700;9242554;Mr. Turner;63;204;mikeleigh
2711;['drama', 'romance'];37842;1866443;Wild Grass;58;22;alainresnais
2712;['drama', 'history'];9045;5,93053E+16;Amen.;71;75;costa-gavras
2713;['history', 'action'];44092;4930129;Reign of Assassins;67;57;johnwoo
2714;['comedy', 'drama', 'history'];16005;8747922;The Lucky Ones;63;55;neilburger
2715;['drama'];44754;4,89842E+16;Margaret;61;86;kennethlonergan
2716;['comedy', 'horror'];23988;7,41052E+16;Stan Helsing;40;97;bozenga
2717;['romance', 'drama'];43949;24210698;Flipped;74;418;robreiner
2718;['drama', 'romance'];142;44135568;Brokeback Mountain;75;1480;anglee
2719;['comedy', 'drama', 'romance'];9603;16051328;Clueless;69;803;amyheckerling
2720;['drama', 'romance'];10712;9,98289E+15;Far from Heaven;69;144;toddhaynes
2721;['comedy'];243938;1,66189E+16;Hot Tub Time Machine 2;50;354;stevepink
2722;['drama'];10876;7,2612E+15;Quills;68;128;philipkaufman
2723;['comedy', 'crime'];86838;32306455;Seven Psychopaths;67;1206;martinmcdonagh
2724;['drama', 'mystery', 'thriller'];25208;4722403;The Caveman's Valentine;60;27;kasilemmons
2725;['drama', 'history', 'war'];613;32445895;Downfall;77;1037;oliverhirschbiegel
2726;['drama'];1913;1,73637E+16;The Sea Inside;72;219;alejandroamenÃ¡bar
2727;['thriller', 'sciencefiction', 'drama'];97370;29782161;Under the Skin;60;1102;jonathanglazer
2728;['comedy', 'drama', 'war'];801;18362333;Good Morning, Vietnam;71;642;barrylevinson
2729;['action', 'comedy', 'thriller'];70829;6,80753E+15;The Last Godfather;47;7;shimhyung-rae
2730;['documentary', 'music', 'family'];54518;6735922;Justin Bieber: Never Say Never;48;154;jonm.chu
2731;['drama', 'thriller'];44214;9,12857E+15;Black Swan;73;4430;darrenaronofsky
2732;['drama', 'crime'];240;1,05793E+16;The Godfather: Part II;83;3338;francisfordcoppola
2733;['drama', 'family', 'romance'];9816;9,96962E+15;Save the Last Dance;63;352;thomascarter
2734;['horror', 'thriller'];10131;17113408;A Nightmare on Elm Street 4: The Dream Master;58;281;rennyharlin
2735;['drama'];339984;10248439;Miracles from Heaven;67;186;patriciariggen
2736;['comedy'];8859;25316146;Dude, Whereâ€™s My Car?;52;509;dannyleiner
2737;['crime', 'action', 'adventure'];11967;9499325;Young Guns;66;258;christophercain
2738;['comedy'];239563;43791745;St. Vincent;71;763;theodoremelfi
2739;['comedy', 'romance'];222899;11828068;About Last Night;60;210;stevepink
2740;['comedy', 'romance', 'drama'];4951;54550275;10 Things I Hate About You;73;1701;giljunger
2741;['comedy', 'family'];10985;1,35257E+16;The New Guy;57;151;eddecter
2742;['comedy'];9644;12963328;National Lampoon's Loaded Weapon 1;57;157;genequintano
2743;['horror', 'drama', 'thriller'];332567;6,08296E+16;The Shallows;62;1567;jaumecollet-serra
2744;['sciencefiction', 'thriller'];1954;73307513;The Butterfly Effect;73;2060;ericbress
2745;['comedy', 'family'];15489;7964289;Snow Day;48;51;chriskoch
2746;['comedy', 'drama'];15250;2388918;This Christmas;71;29;prestona.whitmoreii
2747;['sciencefiction', 'comedy', 'family'];22345;4580081;Baby Geniuses;33;75;bobclark
2748;['action', 'adventure', 'comedy'];9448;6425528;The Big Hit;61;109;kirkwong
2749;['comedy', 'drama', 'family'];38223;463093;Harriet the Spy;57;46;bronwenhughes
2750;['drama', 'horror'];11186;16681567;Child's Play 2;58;308;johnlafia
2751;['crime', 'thriller'];136835;2,46561E+16;No Good Deed;56;181;sammiller
2752;['sciencefiction', 'horror', 'thriller'];5876;37104353;The Mist;67;1399;frankdarabont
2753;['drama', 'sciencefiction'];264660;95130041;Ex Machina;76;4737;alexgarland
2754;['fantasy', 'drama', 'comedy'];492;27546914;Being John Malkovich;73;1101;spikejonze
2755;['comedy', 'romance'];25462;2,27213E+16;Two Can Play That Game;66;17;markbrown
2756;['family', 'adventure', 'sciencefiction'];238603;1,73713E+16;Earth to Echo;57;290;davegreen
2757;['drama', 'romance'];10691;6130096;Crazy/Beautiful;66;96;johnstockwell
